mean_red,mean_green,mean_blue,red_blue_ratio,intensity_std,edge_density,smoke_whiteness,haze_index,hot_pixel_fraction,local_contrast,fire_label
0.5236525027,0.299277418,0.2658740273,1.962171096,0.06840190718,0.2234115932,0.4729590421,0.3334895688,0.1583846029,0.5249924358,0
0.7240407139,0.3943282102,0.4538503157,1.591821945,0.2905397121,0.3455902633,0.384785341,0.4045101434,0.2225114663,0.1000187967,1
0.7320283188,0.4928761259,0.5554282442,1.315584402,0.2645374381,0.3303692594,0.7054609099,0.6259295285,0.359685547,0.7018754412,1
0.5894711517,0.5270463596,0.5369781102,1.095715867,0.1369970993,0.4586197265,0.3617347652,0.3678424712,0.07359744792,0.7772609898,0
0.3852490535,0.669344955,0.4734425853,0.8120035289,0.2620338772,0.2958320222,0.2947558073,0.702074994,0.2214063484,0.6105000232,0
0.5573892667,0.5455703971,0.5422422955,1.026041734,0.05616424411,0.1245241582,0.4154028931,0.1979700162,0.1199228468,0.4964523223,0
0.2541582138,0.4443211404,0.4053384272,0.6254840713,0.01696297738,0.3646870465,0.5207446044,0.3977051219,0.0788392966,0.4170845368,0
0.6672066161,0.3609564247,0.462810297,1.438533427,0.2441545348,0.5138055212,0.6610800337,0.5678323004,0.2642032647,0.5194400253,1
0.2331550326,0.3935710147,0.3319224434,0.7003283715,0.192625472,0.3712383345,0.3182506059,0.5770807879,0.01188179546,0.7003730153,0
0.6990383374,0.3907297177,0.4292265456,1.624814518,0.1455067791,0.2212338408,0.4076533286,0.3996429065,0.4650039141,0.5827272276,1
0.4444486539,0.5155233629,0.5329534244,0.8323734499,0.09114174489,0.1918054121,0.3664882932,0.6002630151,0.1937746109,0.1735195595,0
0.4876795657,0.4756997446,0.3410576589,1.425723275,0.2374010797,0.2047031166,0.3462308622,0.5718294664,0.5477073554,0.7405277656,1
0.4673168977,0.3176350429,0.3138556571,1.484225826,0.1568518107,0.500331188,0.6238527102,0.3476828011,0.2037533573,0.601775963,1
0.3386936003,0.4064098531,0.4097488939,0.8245758061,0.1726236546,0.2672672559,0.435330644,0.4972392703,0.009371983578,0.3391960128,0
0.4271710987,0.5377547553,0.3773337796,1.129085273,0.1968857352,0.2337356606,0.3481502663,0.5555419926,0.04478150966,0.588740418,0
0.2703063998,0.4851662355,0.4649147721,0.5801627593,0.1244884228,0.2841563356,0.3506947504,0.3584197849,0.09570832671,0.5311872414,0
0.613587477,0.5068644616,0.3546740474,1.725139862,0.1272609556,0.2683092951,0.2433734633,0.7041488175,0.1321029284,0.5306384895,0
0.4135648713,0.488292171,0.5718439616,0.7219503024,0.1985867564,0.456765036,0.4512074819,0.324695708,0.02098237604,0.3487985791,0
0.3913336657,0.6126430735,0.2710323902,1.438555407,0.06930679315,0.1985522509,0.4370169635,0.4716139325,0.02321337348,0.4608161638,0
0.6406728394,0.4736043064,0.5253734786,1.217144984,0.02143680922,0.4180643232,0.4426442716,0.2625334025,0.1007097355,0.2582121623,0
0.300930416,0.4113977202,0.3235150772,0.9273233731,0.1240029496,0.3122092096,0.4275330561,0.4655040298,0.00319044521,0.6839015383,0
0.3149295463,0.3584244959,0.2204017265,1.422434916,0.2058523973,0.4207026513,0.3237749967,0.2899390176,0.1212477796,0.3714477018,0
0.318453561,0.4749609458,0.4237875156,0.7496773076,0.1653335819,0.4582619044,0.4965899264,0.4058806288,0.03205110275,0.668334777,0
0.4418554342,0.2059295985,0.3745392014,1.176589375,0.2014374902,0.3084797634,0.49927793,0.2120103658,0.2909087719,0.5921681001,0
0.5017957956,0.4315710998,0.2890390632,1.730097284,0.02902234137,0.268493639,0.3211762535,0.56997201,0.04237757436,0.4405948046,0
0.8238199076,0.429416014,0.2318623108,3.537798387,0.2826707779,0.3066178832,0.6410967039,0.5034420075,0.1085782492,0.3877168957,1
0.7586394381,0.3135529146,0.3991639213,1.895821681,0.1892318703,0.2905229328,0.4874991185,0.613111583,0.001530482376,0.5314116589,0
0.1800681055,0.3571734161,0.4975836892,0.3611592385,0.06895215464,0.1343033544,0.3529901727,0.3978292253,0.03678442273,0.6627425611,0
0.5230482707,0.530965753,0.4584953493,1.13831026,0.2017234554,0.4552480374,0.3703964311,0.620077105,0.1192713665,0.6219363023,0
0.3831443313,0.4730711749,0.4056706649,0.9421489288,0.1433088662,0.3245785017,0.4534113408,0.4558919468,0.1305399369,0.5847896673,0
0.3796301821,0.4601788334,0.4478847573,0.8457185858,0.3342802021,0.1836900815,0.2489670231,0.4669751189,0.1326815709,0.4755312146,0
0.3756273446,0.4806347534,0.3972785868,0.9431271404,0.01936583587,0.09324766798,0.2911482778,0.7671079988,0.1626235613,0.6224291016,0
0.3409476395,0.4592627588,0.2570275757,1.321361248,0.2321468621,0.06724007671,0.3010224992,0.3772986053,0.09760077126,0.268606002,0
0.6441617178,0.5742862563,0.2579106015,2.487969647,0.2631778944,0.3770480437,0.3697808177,0.6341188547,0.5680352962,0.5369268871,1
0.6539356394,0.4623429182,0.3796831471,1.717795086,0.3361100369,0.2381022432,0.6826968764,0.5219527411,0.2948080336,0.5013182753,1
0.5589805598,0.3041786886,0.3839346714,1.452143965,0.2404262537,0.2545099332,0.5162627529,0.3642142662,0.5282563727,0.3164683446,1
0.6121218903,0.6130129965,0.4850982679,1.259255444,0.1666487545,0.3488154265,0.4343110663,0.2526463664,0.1605822715,0.4475548579,0
0.2684965242,0.4870340267,0.4757304224,0.563204091,0.2122480002,0.2483951844,0.4811683395,0.2950372424,0.1182322962,0.7538393251,0
0.7568238093,0.3910746269,0.4605133016,1.639874315,0.2282372194,0.3546524416,0.6309241343,0.6196012197,0.6079775406,0.5856526553,1
0.1886438721,0.3246598282,0.3719717287,0.5057859822,0.2353135853,0.3095264064,0.3331632375,0.710159929,0.02112929075,0.6408640483,0
0.3660702552,0.4895914221,0.261934783,1.392247351,0.09207707876,0.2915870417,0.4232842451,0.4637159855,0.3270189179,0.433120437,0
0.4694038232,0.4382827995,0.4412071137,1.061502198,0.2178098815,0.1427249594,0.4001833001,0.4715822644,0.4070354886,0.248065335,0
0.4623430294,0.6074146786,0.4525169313,1.019461452,0.1734770974,0.2180268644,0.5003504862,0.566468015,0.2242357546,0.7251679199,0
0.5719971279,0.4154092719,0.1611468538,3.527648638,0.2310554198,0.3602535366,0.538933461,0.4609953044,0.210553165,0.3901014538,1
0.2806731803,0.366261921,0.3165661813,0.8838257874,0.1372853644,0.2317978185,0.3081292524,0.6149550057,0.02456048028,0.4505342743,0
0.4760425736,0.5395796218,0.3308945623,1.43431869,0.17294775,0.4205369556,0.5507342397,0.4937433376,0.3211511379,0.2976905345,1
0.4787553022,0.5425281893,0.4118350201,1.15967706,0.1522255405,0.5346401324,0.4050447443,0.470331197,0.2359492093,0.7088665224,0
0.5379665138,0.4668651368,0.3196639567,1.677664429,0.1062205271,0.3656385301,0.4752034159,0.3451180729,0.08630472467,0.5495974729,0
0.2228685387,0.5176357048,0.3961865431,0.5611180503,0.08832035561,0.4492831891,0.4262019976,0.3082099381,0.06942642058,0.4802205062,0
0.4873789031,0.4462312879,0.378946506,1.282756639,0.1787471477,0.3720727238,0.3865262937,-0.02386320203,0.2087737666,0.5920045229,0
0.5633914936,0.4733865101,0.3840850528,1.463031321,0.2156596318,0.2465737977,0.5905312384,0.63511752,0.1416705398,0.4444886188,1
0.6712185047,0.5664990883,0.3283605706,2.037944322,0.1162469909,0.3200151665,0.4723668616,0.4280089417,0.9241681407,0.4092949848,1
0.5843983898,0.5125318334,0.3361014946,1.733597742,0.2896654041,0.5013320946,0.6016016056,0.3899403983,0.1293295,0.3228309326,1
0.6174013868,0.4330725562,0.291973294,2.107364048,0.2794808536,0.2476446257,0.6017598624,0.1572439055,0.3939795395,0.3036220157,1
0.3478152024,0.5852362546,0.4380067441,0.7922775837,0.1318335273,0.1960672701,0.4078463893,0.3539830851,0.2248804666,0.6606404963,0
0.8108553262,0.2135144627,0.4571102629,1.770000351,0.2765989766,0.1865805577,0.4418617189,0.3342470313,0.098478205,0.6901719443,1
0.2662157622,0.6552073311,0.322938205,0.821810327,0.1420544649,0.2782470616,0.4826834718,0.3307840369,0.03793202869,0.2456499831,0
0.5880320875,0.2794040905,0.5520640096,1.063226096,0.1550878637,0.1996527911,0.4418826686,0.4999254215,0.3168547058,0.492317553,0
0.4253659177,0.3872907175,0.3685398553,1.151069125,-0.001226308237,0.4674019427,0.3248619877,0.468337283,0.2196341925,0.5158309335,0
0.5842259933,0.4459082465,0.5530185624,1.054524222,0.1510024431,0.3216356535,0.5784510768,0.24580561,0.1424637856,0.4024917877,0
0.3868161975,0.4353519329,0.3357872826,1.148547518,0.04036824375,0.397172631,0.4246208228,0.255323835,0.04021930122,0.377742538,0
0.3871708814,0.550641104,0.1973422223,1.952034604,0.07674296574,0.2701334609,0.601393003,0.2550482172,0.07169507553,0.5152069773,0
0.5152946233,0.3442163381,0.4402197825,1.16788649,0.1513219287,0.1859802802,0.4477536235,0.7215789131,0.5836541055,0.3954965245,1
0.5551408718,0.4760766817,0.4248545105,1.303592795,0.08744501079,0.1690606055,0.3754346648,0.6739083943,0.04383480896,0.5048084572,0
0.3648682611,0.3921787902,0.4034393795,0.9021580973,0.1170687684,0.2092008258,0.5384140124,0.3221551501,0.1125406131,0.337971926,0
0.5273514519,0.4795140979,0.3357767522,1.56587843,0.1208104431,0.3347525494,0.4301186958,0.153510852,0.08515533595,0.4124347813,0
0.4041057123,0.443522774,0.3965427775,1.016508751,0.1898565123,0.3519882932,0.4133422635,0.4692066365,0.03733320101,0.4585047267,0
0.690870706,0.4592935653,0.3488740542,1.974626863,0.3112010629,0.3603196073,0.696020415,0.4570410174,0.2613560765,0.4498993813,1
0.3815623119,0.3950075168,0.3697650434,1.029121592,0.03593553427,0.1511327316,0.4660217805,0.497537548,0.05034634371,0.6719162603,0
0.4908233446,0.398993605,0.4841632256,1.011666422,0.1181395639,0.2999590814,0.4856554863,0.5612060839,0.2786491615,0.4171693481,1
0.7756781248,0.4787272514,0.418421723,1.849399023,0.2309049036,0.1973938169,0.7897413728,0.517755593,0.05248649584,0.6414098724,1
0.3071510717,0.5443715506,0.4609951387,0.6648361551,0.130286009,0.3401465968,0.3509451155,0.2825340703,0.2498896573,0.0536355647,0
0.5611170121,0.3901720666,0.3768131493,1.48517068,0.1463468414,0.3479077055,0.4439033835,0.4941061631,0.05296490033,0.5003085822,0
0.644782766,0.3631232455,0.3657982654,1.757867544,0.1924186736,0.1827826953,0.5666815817,0.5780735363,0.3503697847,0.1857892839,1
0.4662670997,0.5113460166,0.2846517469,1.632292135,0.1857732627,0.3968029607,0.5894413891,0.3413997415,0.294372878,0.6850026964,1
0.7117105707,0.4467496107,0.3629963387,1.955268488,0.3802357667,0.5338822942,0.5744392507,0.4949934703,0.2718785809,0.8037134225,1
0.718646893,0.5330498134,0.06788854444,10.43202319,0.1847739452,0.3834835738,0.7677608137,0.3670828924,0.3003018402,0.4945840449,1
0.4475881498,0.3594202787,0.3409778034,1.308822226,0.2405001659,0.283716596,0.4172878961,0.7494254581,0.01121892303,0.758369645,0
0.3574559641,0.2720561075,0.3918125823,0.909991126,0.2349996785,0.2683454297,0.336860058,0.2509759292,0.0536788452,0.3804619691,0
0.2371236461,0.3966995918,0.4563673654,0.5184533572,0.2010562157,0.2790936018,0.3596306881,0.6233923405,0.03868746399,0.6473729251,0
0.7177527111,0.3733647391,0.3731322122,1.918446708,0.08783181346,0.2239266153,0.6927903659,0.1993780858,0.4472842318,0.6268738643,1
0.3759345304,0.44212116,0.4347673542,0.8626954882,0.2492780849,0.3252398207,0.2349510816,0.7189579028,0.2322566704,0.477002359,0
0.4628468944,0.3863154786,0.1820211339,2.528925947,0.2650708801,0.1861537409,0.4765630338,0.2787676399,0.3394061528,0.4986530213,0
0.4085823743,0.5241016951,0.3943163148,1.033558088,0.1422552007,0.1110302213,0.3522071731,0.4784507316,0.1727722025,0.5498302126,0
0.5325519566,0.4211849738,0.2320497207,2.28514308,0.0918340534,0.3219601682,0.3472336015,0.205621022,0.06453491933,0.5308799076,0
0.3764420074,0.4650474499,0.2791696484,1.343621658,0.1337824609,0.3021233066,0.2888437658,0.2475028324,0.06860460469,0.5516159969,0
0.6342232885,0.4657634558,0.3812834452,1.659039376,0.2397078362,0.2428829984,0.5800478437,0.5846620571,0.4167834642,0.8209156331,1
0.5920784932,0.4694955092,0.5276263988,1.12003202,0.05583861944,0.1717303377,0.3808595384,0.6042243467,0.07800400707,0.8007258731,0
0.5975882915,0.447587089,0.4371206763,1.36398103,0.1974338354,0.3289744027,0.7764599274,0.4859038399,0.2331480301,0.6272667399,1
0.442795495,0.501060069,0.4018230997,1.099230643,0.06523853085,0.2009824961,0.4109836929,0.5611622498,0.07643074193,0.810199663,0
0.377766667,0.3704344866,0.3980469611,0.9466722061,0.1574858318,0.2861055649,0.3829712874,0.6067318114,0.1971739563,0.335655182,0
0.8157744894,0.5899417927,0.3286371107,2.474765319,0.2659649374,0.4764971854,0.5103563845,0.3473734704,0.213483821,0.6235145151,1
0.4949284766,0.4263462617,0.3456016587,1.427946071,0.309953132,0.365118977,0.6622419783,0.2401557849,0.312127665,0.6293024488,1
0.3850791761,0.3188450862,0.4427376045,0.8678082997,0.0329942904,0.1630867338,0.4895440891,0.4479444921,0.2447938905,0.4382305163,0
0.5896430275,0.4688073357,0.2614639482,2.246567697,0.1868631375,0.1725148429,0.8052405447,0.3634198221,0.1904963139,0.8234652011,1
0.4233734074,0.3648819518,0.459305405,0.9197663178,0.2233407154,0.3151819093,0.29100621,0.508293222,0.01073434336,0.7426484899,0
0.2880272317,0.5165334535,0.3611492933,0.7953273333,0.1269633827,0.1624679318,0.3573208605,0.5322042918,0.02536608937,0.5803857737,0
0.6621803152,0.6709605576,0.4825557075,1.369398199,0.1418921996,0.09982745188,0.3274376581,0.3477523814,0.1318814825,0.3937371316,0
0.4883958229,0.3713427908,0.4961093457,0.9824716174,0.1401955662,0.3532372011,0.3972114518,0.5556162814,0.03054851036,0.2695942575,0
0.2811667919,0.4832372333,0.2326915987,1.203153188,0.1608546405,0.3320935754,0.2906923248,0.5481207564,0.1665013863,0.345028152,0
0.3969781287,0.2744494411,0.3418419237,1.157904274,0.1477098248,0.3450598331,0.3612145476,0.5584976368,0.07445478629,0.7458345576,0
0.4633063659,0.4953905229,0.3144472312,1.468728586,0.1960870171,0.3263035182,0.3952005468,0.3888311434,0.04609037313,0.4590602377,0
0.6545510512,0.36142862,0.2187272035,2.978925872,0.223982348,0.2934689288,0.4648940416,0.5669883247,0.1801446534,0.6729720561,0
0.317026505,0.3875165382,0.2967466724,1.064752471,0.1011557267,0.2337811452,0.5244789386,0.5280003421,0.2272485627,0.5548225426,0
0.7318462479,0.339871351,0.6441255845,1.134424468,0.1665774085,0.3516134966,0.477533674,0.5460276967,0.3742140853,0.1962942539,1
0.6179383712,0.5232151226,0.4609509896,1.337670846,0.2040971669,0.4529883488,0.5888060241,0.7016682845,0.2247191646,0.4608870375,0
0.3745614834,0.5507304357,0.5917287969,0.6319272581,0.06469985712,0.2498770993,0.3816095419,0.4991661285,0.1332060662,0.3563085707,0
0.6787285401,0.4523385215,0.482909844,1.402592959,0.2990267537,0.197925979,0.5837452636,0.3589556664,0.276576203,0.6249193928,1
0.3256428903,0.3635573295,0.3258156839,0.9964114526,0.1635789572,0.1864880581,0.5931507735,0.2834318204,0.09260391424,0.6332087976,0
0.4255846631,0.6089523036,0.3618228803,1.172981877,0.1797807847,0.2133269767,0.4139308409,0.619190424,0.062580735,0.4723031338,0
0.4456092031,0.3749589872,0.458843618,0.9690450962,0.1066619887,0.3202598524,0.2626473378,0.5035961514,0.134601035,0.7311235455,0
0.5291579998,0.23379677,0.4437506203,1.189785861,0.1152809368,0.08603724364,0.4090903857,0.7005032982,0.0770719756,0.6623072509,0
0.7078698743,0.495838901,0.3422657984,2.06216255,0.2313183162,0.3439170424,0.6869845192,0.1455671713,0.4931744928,0.435806719,1
0.5014805093,0.3395225326,0.2490006829,2.005916558,0.2099365898,0.364391301,0.7128159623,0.5866000632,0.3532503485,0.581860772,1
0.2139209923,0.5488608793,0.7287761187,0.293132355,0.1916097492,0.120192164,0.5984976882,0.4108293997,0.07657796731,0.3812076416,0
0.7564749005,0.4118862303,0.3858850328,1.955296371,0.1442559925,0.2020819564,0.437010044,0.3969718508,0.3305369139,0.4496071353,1
0.5584056675,0.5103713241,0.3674261107,1.515651718,0.3620029617,0.307968098,0.5402591668,0.335278824,0.1770574771,0.591419143,1
0.4799301225,0.5901500347,0.4113334464,1.163936922,0.09567982995,0.285653027,0.312227872,0.5849356521,0.0802455134,0.5088072968,0
0.7319994791,0.3291141135,0.3757271411,1.94304949,0.07315436185,0.3519637468,0.6698761402,0.5420304266,0.148405042,0.2874898681,1
0.464970252,0.3934062869,0.4122728908,1.125092553,0.2022106905,0.2858863178,0.4744842335,0.2786426962,0.01662571205,0.5624573652,0
0.7787573657,0.4424328927,0.5286947286,1.470200332,0.2967596861,0.4264769527,0.66552219,0.4747382157,0.1476588615,0.4522249331,1
0.9336646994,0.6037551319,0.387545152,2.402976062,0.1907955974,0.2678830601,0.7348679934,0.5559171496,0.3631830592,0.3804562164,1
0.405195789,0.3841617282,0.2837289561,1.423093017,0.05951544721,0.2016967013,0.3350199675,0.4767015789,0.03837488006,0.3357646571,0
0.3899762619,0.3905496304,0.3838356206,1.013358019,0.1054836328,0.1936558134,0.4316078192,0.616176045,0.1023267158,0.4710146568,0
0.4296177171,0.4978140576,0.3535598219,1.211693177,0.1953652728,0.3735468509,0.5707686717,0.4064942184,0.1177510509,0.5382449069,0
0.6464087954,0.3922771274,0.5423898937,1.189585605,0.3052362874,0.3029621142,0.3098648057,0.111846349,0.01735968764,0.4653595975,0
0.6222960351,0.4652525883,0.5171119065,1.20108422,0.2818719853,0.3633715901,0.5692133069,0.4780076341,0.6236045933,0.5459311146,1
0.8243912796,0.2948462579,0.4107525,2.002152457,0.1354983674,0.3613122499,0.6407573549,0.4770938654,0.6554082154,0.4607280193,1
0.3921223715,0.6714329943,0.2721264145,1.435680881,0.1747368359,0.09801501472,0.5369353368,0.4966779745,0.2106404372,0.5886849791,0
0.5818780029,0.315229077,0.2774107737,2.089998154,0.1130339908,0.1859917399,0.4308432381,0.6160468647,0.2957199345,0.477947536,0
0.6851804706,0.4178247296,0.4015123262,1.702259598,0.2009713192,0.1979374959,0.5171129776,0.157130512,0.3780454222,0.25466478,0
0.5040735659,0.4467518964,0.4336322969,1.159770154,0.09799603976,0.2183935812,0.2991168718,0.4142275044,0.02828457581,0.3200979343,0
0.4599327485,0.6412688134,0.3625377181,1.265158264,0.1592308596,0.2579644673,0.3331956092,0.3116013288,0.003933870138,0.4211167235,0
0.45441394,0.3175154219,0.3519830416,1.28735346,0.1186756857,0.3999149595,0.4765813814,0.2687954418,0.1618865815,0.6890321826,0
0.5840531437,0.6483704135,0.3407200767,1.709156656,0.2447326176,0.4198482352,0.593299409,0.4391551501,0.1469831692,0.3566973293,1
0.5394181037,0.5257176821,0.397660604,1.353076021,0.1094181298,0.270710917,0.3851620742,0.5552733045,0.1564670049,0.5589585528,0
0.4660999699,0.4917095324,0.1617237648,2.864363239,0.1288875722,0.2748719139,0.1497391109,0.4951419907,0.0496925868,0.5610059532,0
0.6445506538,0.3515366313,0.2898673371,2.215960926,0.3421705907,0.2294566276,0.6116321481,0.3468716366,0.3601806778,0.3174651601,1
0.3646245367,0.5071141242,0.3372949155,1.077830378,0.08831768045,0.3089187697,0.282594622,0.4281792601,0.2363825409,0.4595280642,0
0.4196392213,0.3776513378,0.5207503195,0.8042912588,0.06386059128,0.3202520883,0.6199660877,0.5894844667,0.353976353,0.5231906176,1
0.6483394705,0.5766661253,0.3186186358,2.028478311,0.2564060461,0.3806475555,0.5455262538,0.5524693868,0.1877465096,0.4580665035,1
0.5725947581,0.3528937971,0.4180468142,1.366421934,0.08472399248,0.3798438726,0.3371699456,0.367084498,0.1488818917,0.5850319836,0
0.4045488196,0.4386841506,0.4226542751,0.954903192,0.1729278766,0.06978819489,0.6642910483,0.3573755437,0.0545177978,0.5793193106,0
0.6999192387,0.3944726912,0.5297916506,1.318632721,0.09055814943,0.2847455052,0.5038174477,0.1925273759,0.06318393325,0.5317572172,0
0.5017034903,0.3512477038,0.5262577407,0.9515336648,0.1173256241,0.4384100031,0.5055872141,0.3855883,0.2697175282,0.637650569,0
0.2969180808,0.5241319817,0.3942497031,0.751216455,0.1795851841,0.2561885073,0.6202215145,0.1896316604,0.04725770267,0.4994445553,0
0.4345744448,0.5035458747,0.3524515259,1.229516392,0.1152488315,0.4139241818,0.4802191783,0.7600604531,0.07124225601,0.5169980611,0
0.3717989853,0.5709010199,0.3336166897,1.111119071,0.1993705244,0.26935482,0.3229045991,0.3217322765,0.1307290991,0.5423972048,0
0.1866741036,0.2720124892,0.3758936778,0.495296458,0.1629397672,0.3174923467,0.3112103648,0.6163471283,0.2310169491,0.335254524,0
0.6419365128,0.5564170702,0.3565966646,1.79514122,0.1761409867,0.1863109308,0.4964902759,0.7227159312,0.07268721917,0.5870284842,0
0.7184735597,0.7005448905,0.4553627409,1.574347542,0.3138315423,0.1900751442,0.552485042,0.4824302113,0.1943454362,0.408008198,1
0.5139848781,0.4048358911,0.4420309817,1.160155608,0.1691893838,0.3725491572,0.3922220369,0.4349978615,0.04066578299,0.4680449454,0
0.4698484392,0.6395148612,0.4591801191,1.021009861,0.2423308374,0.388181828,0.1828875622,0.2516452116,0.09307213708,0.5820226042,0
0.2841578918,0.4236838728,0.5259283711,0.5392723325,0.204675737,0.3026428906,0.4098843508,0.3743099818,0.2382952228,0.5670184536,0
0.5197819368,0.3127590262,0.5862869121,0.8850562239,0.2631233197,0.1772475757,0.6787250489,0.6905947572,0.3702788365,0.286845062,1
0.551013693,0.4194367558,0.4124663393,1.332668806,0.2275888845,0.3043804557,0.4279415535,0.5026878944,0.0833827389,0.2882131549,0
1.003891331,0.5548203968,0.5099463771,1.964768469,0.2337647138,0.4257234961,0.5166403454,0.4542522311,0.5179451433,0.3505824693,1
0.7993615497,0.3661823518,0.3648339816,2.185039088,0.1729310749,0.474286647,0.7568661852,0.6468184814,0.04691481468,0.5301817387,1
0.4227472791,0.3899661341,0.5185006984,0.8137569024,0.1667031417,0.2683292068,0.3856461563,0.5544435823,0.1409705167,0.6959850851,0
0.4913050452,0.5093539432,0.5061509157,0.968755118,0.1265207286,0.134013215,0.6169344069,0.4278190278,0.2121062163,0.4277535554,1
0.46626761,0.4503060117,0.500841597,0.9291131161,0.1773027057,0.38403636,0.4212669956,0.4824383754,0.1754948818,0.3587707324,0
0.5374222372,0.5084622952,0.4094069841,1.309486091,0.25934357,0.2724036904,0.4949165063,0.3347902444,0.168748156,0.35944658,0
0.5265126975,0.4737829541,0.3331641836,1.575610802,0.2151918335,0.3943040642,0.3388937285,0.365843903,0.05453094686,0.5655728699,0
0.4810523766,0.497962532,0.2605471562,1.839256766,0.181389602,0.3281072225,0.561931398,0.4190552056,0.1010315101,0.6612770306,0
0.5934637666,0.4067698814,0.3959962792,1.494884959,0.08843591504,0.2116555894,0.5041710199,0.5336206594,0.1163936251,0.6526630254,0
0.6893455429,0.4731730942,0.5533012542,1.243629773,0.2521809876,0.3058244361,0.5735814311,0.2628955541,0.3410397563,0.3987605714,1
0.5105498177,0.3572626994,0.3690155099,1.379806533,0.1542998484,0.4308338367,0.4054504422,0.4614360496,0.06869238772,0.2723875828,0
0.5251846036,0.5788433623,0.4785126585,1.095246589,0.1917978901,0.2850846011,0.2744582436,0.391520676,0.04124343128,0.5125615421,0
0.3012525257,0.3865725283,0.4843951401,0.6206335845,0.1882399825,0.1965194837,0.446039744,0.3148606172,0.04677740769,0.7222750368,0
0.269655527,0.5628847488,0.3716313779,0.7236522283,0.1601724246,0.1411355831,0.2302980187,0.3923262676,0.005365498309,0.5647828244,0
0.6710253703,0.4266393039,0.5316344838,1.25982337,0.2603275066,0.2227835313,0.654758277,0.1017895105,0.06260047649,0.2963572447,1
0.3706150269,0.4701999011,0.1091339256,3.365130454,0.1932274137,0.2589863738,0.4191080437,0.3363616989,0.03293243751,0.4899200337,0
0.5404103356,0.4005035449,0.2777249721,1.93886587,0.09848482646,0.3819999136,0.6377224293,0.2850769677,0.2675157054,0.3485513159,0
0.376255346,0.3484004569,0.3084367704,1.21593612,0.2517309492,0.1879150732,0.4318548612,0.4080125936,0.3507216002,0.549484315,0
0.3472381778,0.2755239612,0.3180284977,1.0884237,0.02716998689,0.4553751886,0.4139537469,0.1080315266,0.02986824001,0.4935560546,0
0.3766039516,0.3444675841,0.4336262951,0.866500614,0.2373245689,0.1662847789,0.3936967576,0.4786339115,0.02152464829,0.4590987376,0
0.7004113389,0.4176091147,0.4290037803,1.628849259,0.2233061466,0.5331486093,0.713096522,0.5864134945,0.3502938964,0.4053875725,1
0.4515652049,0.4711879179,0.4393990572,1.025354613,0.2101547889,0.4725518557,0.408582584,0.4324055442,0.1776922608,0.563900263,0
